0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
0	0	331.609	0	1.31479	0	0	0	331.626	-3.61053e-006	1.31486	0
